CHR	GENE	LRT	UNIV	BP	add_LRT	add_UNI	fdr_LRT_pvalue	fdr_Uni_pvalue	cis_LRT	cis_UNI
2	YBR026C	0	0	292877	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR029C	0	0	296369	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR031W	0	0	300166	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR036C	0	0	309081	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR039W	0	0	315575	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR041W	0	0	318266	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR042C	0	0	320416	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR045C	0	0	328173	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR050C	0	0	337183	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR053C	0	0	339675	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR054W	0	0	343101	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR058C	0	0	353672	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR060C	0	0	360652	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR061C	0	0	364787	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR063C	0	0	366970	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR065C	0	0	368584	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR066C	0	0	370037	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR067C	0	0	372103	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR068C	0	0	373861	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR069C	0	0	376574	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR070C	0	0	379221	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR071W	0	0	380411	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR072W	0	0	382030	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR073W	0	0	383112	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR074W	0	0	386286	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR076C-A	0	0	391351	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR078W	0	0	393123	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR080C	0	0	398614	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR083W	0	0	409169	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR087W	0	0	423765	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR093C	0	0	429548	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR094W	0	0	432036	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR098W	0	0	441515	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR103W	0	0	447709	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR105C	0	0	450881	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR106W	0	0	452658	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR107C	0	0	453793	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR118W	0	0	477671	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR119W	0	0	479338	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR121C	0	0	481364	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR123C	0	0	484742	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR125C	0	0	487199	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR126W-A	0	0	490850	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR126W-B	0	0	490927	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR127C	0	0	491269	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR135W	0	0	504854	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR137W	0	0	513044	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR140C	0	0	517350	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR146W	0	0	535260	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR147W	0	0	536575	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR148W	0	0	537876	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR149W	0	0	539987	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR150C	0	0	541209	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR151W	0	0	545028	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR153W	0	0	547460	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR154C	0	0	548362	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR155W	0	0	549771	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR158W	0	0	556549	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR160W	0	0	560078	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR161W	0	0	561634	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR162C	0	0	563203	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR162W-A	0	0	565231	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR165W	0	0	568852	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR166C	0	0	569842	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR168W	0	0	572371	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR169C	0	0	573915	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR170C	0	0	576344	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR173C	0	0	581726	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR177C	0	0	584807	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR181C	0	0	591712	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR182C	0	0	593506	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR183W	0	0	596115	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR185C	0	0	599123	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR188C	0	0	603685	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR189W	0	0	604508	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR191W	0	0	606270	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR193C	0	0	609082	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR196C-A	0	0	614024	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR197C	0	0	615203	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR199W	0	0	618909	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR202W	0	0	625772	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR203W	0	0	629168	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR204C	0	0	632254	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR210W	0	0	645550	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR213W	0	0	650368	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR228W	0	0	675313	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR229C	0	0	676357	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR230W-A	0	0	680362	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR233W	0	0	683428	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR234C	0	0	685438	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR235W	0	0	686901	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR237W	0	0	691969	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR239C	0	0	698354	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR249C	0	0	716882	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR261C	0	0	734832	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR270C	0	0	742761	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR271W	0	0	744852	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR272C	0	0	746361	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR274W	0	0	749594	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR275C	0	0	751356	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR281C	0	0	764970	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR283C	0	0	768943	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR285W	0	0	773922	0.00001	0.00001	0.00001	0.00001	1	1
2	YBR291C	0	0	783673	0.00001	0.00001	0.00001	0.00001	1	1
3	YCL009C	0	0	104619	0.00001	0.00001	0.00001	0.00001	1	1
3	YCL011C	0	0	102075	0.00001	0.00001	0.00001	0.00001	1	1
3	YCL012C	0	0	101317	0.00001	0.00001	0.00001	0.00001	1	1
3	YCL017C	0	0	92777	0.00001	0.00001	0.00001	0.00001	1	1
3	YCL019W	0	0	85102	0.00001	0.00001	0.00001	0.00001	1	1
3	YCL021W-A	0	0	83620	0.00001	0.00001	0.00001	0.00001	1	1
3	YCL026C-A	0	0	74704	0.00001	0.00001	0.00001	0.00001	1	1
3	YCL026C-B	0	0	73405	0.00001	0.00001	0.00001	0.00001	1	1
3	YCL028W	0	0	70150	0.00001	0.00001	0.00001	0.00001	1	1
3	YCL035C	0	0	60841	0.00001	0.00001	0.00001	0.00001	1	1
3	YCL040W	0	0	50838	0.00001	0.00001	0.00001	0.00001	1	1
3	YCL042W	0	0	50584	0.00001	0.00001	0.00001	0.00001	1	1
3	YCL056C	0	0	26925	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR004C	0	0	119575	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR008W	0	0	128470	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR009C	0	0	130745	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR017C	0	0	144773	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR018C	0	0	148238	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR018C-A	0	0	151608	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR020C-A	0	0	154830	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR024C	0	0	160744	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR027C	0	0	167370	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR031C	0	0	177500	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR035C	0	0	191834	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR037C	0	0	194414	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR039C	0	0	199546	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR040W	0	0	200442	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR041W	0	0	200911	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR051W	0	0	214071	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR052W	0	0	214994	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR060W	0	0	224399	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR061W	0	0	225563	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR064C	0	0	228095	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR071C	0	0	240103	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR073C	0	0	242588	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR077C	0	0	250238	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR082W	0	0	258883	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR083W	0	0	259578	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR084C	0	0	260311	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR086W	0	0	263392	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR087W	0	0	263976	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR097W	0	0	293835	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR098C	0	0	297049	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR099C	0	0	300832	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR100C	0	0	301271	0.00001	0.00001	0.00001	0.00001	1	1
3	YCR104W	0	0	307801	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL001W	0	0	447984	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL004W	0	0	443029	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL005C	0	0	441014	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL006W	0	0	439909	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL008W	0	0	433497	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL010W	0	0	432330	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL012C	0	0	431108	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL017W	0	0	424209	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL020C	0	0	415113	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL039C	0	0	381985	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL045W-A	0	0	372248	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL046W	0	0	371240	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL047W	0	0	369771	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL048C	0	0	366739	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL053C	0	0	361699	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL066W	0	0	334835	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL079C	0	0	312951	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL082W	0	0	308424	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL084W	0	0	305237	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL085C-A	0	0	302464	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL086C-A	0	0	301655	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL086W	0	0	301413	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL087C	0	0	300214	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL088C	0	0	298417	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL089W	0	0	296820	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL091C	0	0	293392	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL092W	0	0	292781	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL098C	0	0	284581	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL100C	0	0	282112	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL103C	0	0	275148	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL104C	0	0	273653	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL107W	0	0	268921	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL110C	0	0	264512	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL120W	0	0	245923	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL124W	0	0	240259	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL125C	0	0	239019	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL126C	0	0	236157	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL127W	0	0	234927	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL131W	0	0	227393	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL132W	0	0	224304	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL133W	0	0	222427	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL134C	0	0	219662	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL135C	0	0	218680	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL137W	0	0	216529	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL138W	0	0	213351	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL139C	0	0	211375	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL141W	0	0	203039	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL143W	0	0	199996	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL144C	0	0	198662	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL146W	0	0	192750	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL147W	0	0	190924	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL155W	0	0	176773	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL157C	0	0	174232	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL158C	0	0	173866	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL160C	0	0	170410	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL160C-A	0	0	169366	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL166C	0	0	163449	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL168W	0	0	159604	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL169C	0	0	158064	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL173W	0	0	148191	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL174C	0	0	145826	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL176W	0	0	142097	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL180W	0	0	135896	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL182W	0	0	133437	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL187C	0	0	125509	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL189W	0	0	122216	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL193W	0	0	114672	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL195W	0	0	107208	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL197C	0	0	104917	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL202W	0	0	98475	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL207W	0	0	88248	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL209C	0	0	86207	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL212W	0	0	78426	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL213C	0	0	77289	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL214C	0	0	74446	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL216C	0	0	68997	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL217C	0	0	67983	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL219W	0	0	65242	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL226C	0	0	51115	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL227C	0	0	46271	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL231C	0	0	38867	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL235C	0	0	33415	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL236W	0	0	32296	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL237W	0	0	30657	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL239C	0	0	26403	0.00001	0.00001	0.00001	0.00001	1	1
4	YDL241W	0	0	20635	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR005C	0	0	456836	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR009W	0	0	463434	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR019C	0	0	484163	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR033W	0	0	508147	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR034C-D	0	0	514043	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR038C	0	0	527422	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR039C	0	0	531307	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR040C	0	0	535192	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR043C	0	0	542674	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR044W	0	0	546642	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR047W	0	0	551860	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR049W	0	0	553254	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR058C	0	0	567723	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR063W	0	0	578663	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR064W	0	0	579458	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR068W	0	0	583713	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR071C	0	0	588827	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR072C	0	0	589761	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR073W	0	0	592439	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR078C	0	0	602198	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR079C-A	0	0	603593	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR079W	0	0	603064	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR084C	0	0	613405	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR085C	0	0	614288	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR086C	0	0	616928	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR087C	0	0	617470	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR089W	0	0	622112	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR090C	0	0	625066	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR091C	0	0	626708	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR098C-A	0	0	649804	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR098C-B	0	0	645858	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR100W	0	0	655013	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR117C	0	0	683946	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR119W	0	0	688227	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR121W	0	0	693585	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR122W	0	0	694700	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR126W	0	0	703234	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR132C	0	0	718816	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR133C	0	0	720962	0.00001	0.00001	0.00001	0.00001	1	1
4	YDR139C	0	0	733618	0.00001	0.00001	0.00001	0.00001	1	1
